FILENAME SURVEY SNID SNTYPE FILTERS RA DECL FAKE MWEBV REDSHIFT_SPE NOBS NVAR
DES_SN016910.DAT DES 16910 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 92 5
DES_SN016913.DAT DES 16913 1 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "0.5874 +-  0.0050" 20 5
DES_SN016917.DAT DES 16917 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 55 5
DES_SN016918.DAT DES 16918 1 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "0.4451 +-  0.0050" 117 5
DES_SN016922.DAT DES 16922 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 61 5
DES_SN016939.DAT DES 16939 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 114 5
DES_SN016948.DAT DES 16948 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 129 5
DES_SN016955.DAT DES 16955 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 83 5
DES_SN016956.DAT DES 16956 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 39 5
DES_SN016959.DAT DES 16959 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 37 5
DES_SN016988.DAT DES 16988 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 92 5
DES_SN017007.DAT DES 17007 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 43 5
DES_SN017017.DAT DES 17017 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 89 5
DES_SN017026.DAT DES 17026 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 120 5
DES_SN017070.DAT DES 17070 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 36 5
DES_SN017079.DAT DES 17079 1 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "0.6159 +-  0.0050" 20 5
DES_SN017111.DAT DES 17111 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 68 5
DES_SN017136.DAT DES 17136 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 28 5
DES_SN017150.DAT DES 17150 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 28 5
DES_SN017181.DAT DES 17181 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 40 5
DES_SN017183.DAT DES 17183 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 112 5
DES_SN017192.DAT DES 17192 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 129 5
DES_SN017206.DAT DES 17206 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 99 5
DES_SN017213.DAT DES 17213 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 33 5
DES_SN017224.DAT DES 17224 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 120 5
DES_SN017231.DAT DES 17231 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 129 5
DES_SN017234.DAT DES 17234 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 107 5
DES_SN017296.DAT DES 17296 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 68 5
DES_SN017297.DAT DES 17297 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 16 5
DES_SN017301.DAT DES 17301 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 11 5
DES_SN017302.DAT DES 17302 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 16 5
DES_SN017305.DAT DES 17305 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 36 5
DES_SN017309.DAT DES 17309 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 24 5
DES_SN017311.DAT DES 17311 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 112 5
DES_SN017314.DAT DES 17314 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 92 5
DES_SN017321.DAT DES 17321 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 59 5
DES_SN017322.DAT DES 17322 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 114 5
DES_SN017336.DAT DES 17336 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 116 5
DES_SN017347.DAT DES 17347 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 37 5
DES_SN017364.DAT DES 17364 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 103 5
DES_SN017366.DAT DES 17366 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 29 5
DES_SN017368.DAT DES 17368 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 55 5
DES_SN017370.DAT DES 17370 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 133 5
DES_SN017379.DAT DES 17379 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 92 5
DES_SN017403.DAT DES 17403 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 96 5
DES_SN017416.DAT DES 17416 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 23 5
DES_SN017429.DAT DES 17429 22 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "0.3846 +-  0.0050" 102 5
DES_SN017437.DAT DES 17437 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 83 5
DES_SN017445.DAT DES 17445 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 120 5
DES_SN017450.DAT DES 17450 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 37 5
DES_SN017454.DAT DES 17454 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 107 5
DES_SN017459.DAT DES 17459 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 117 5
DES_SN017463.DAT DES 17463 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 55 5
DES_SN017490.DAT DES 17490 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 65 5
DES_SN017501.DAT DES 17501 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 113 5
DES_SN017506.DAT DES 17506 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 95 5
DES_SN017511.DAT DES 17511 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 33 5
DES_SN017523.DAT DES 17523 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 16 5
DES_SN017524.DAT DES 17524 1 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "0.2371 +-  0.0050" 20 5
DES_SN017531.DAT DES 17531 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 81 5
DES_SN017537.DAT DES 17537 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 90 5
DES_SN017543.DAT DES 17543 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 47 5
DES_SN017554.DAT DES 17554 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 117 5
DES_SN017570.DAT DES 17570 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 81 5
DES_SN017582.DAT DES 17582 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 37 5
DES_SN017587.DAT DES 17587 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 20 5
DES_SN017589.DAT DES 17589 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 81 5
DES_SN017590.DAT DES 17590 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 43 5
DES_SN017601.DAT DES 17601 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 66 5
DES_SN017613.DAT DES 17613 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 124 5
DES_SN017628.DAT DES 17628 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 115 5
DES_SN017648.DAT DES 17648 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 83 5
DES_SN017665.DAT DES 17665 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 24 5
DES_SN017677.DAT DES 17677 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 21 5
DES_SN017685.DAT DES 17685 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 36 5
DES_SN017698.DAT DES 17698 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 40 5
DES_SN017702.DAT DES 17702 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 129 5
DES_SN017713.DAT DES 17713 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 92 5
DES_SN017740.DAT DES 17740 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 109 5
DES_SN017750.DAT DES 17750 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 43 5
DES_SN017761.DAT DES 17761 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 17 5
DES_SN017800.DAT DES 17800 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 129 5
DES_SN017806.DAT DES 17806 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 39 5
DES_SN017815.DAT DES 17815 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 123 5
DES_SN017843.DAT DES 17843 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 44 5
DES_SN017847.DAT DES 17847 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 45 5
DES_SN017880.DAT DES 17880 1 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "0.7080 +-  0.0050" 93 5
DES_SN017892.DAT DES 17892 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 81 5
DES_SN017914.DAT DES 17914 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 114 5
DES_SN017916.DAT DES 17916 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 27 5
DES_SN017918.DAT DES 17918 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 129 5
DES_SN017931.DAT DES 17931 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 125 5
DES_SN018000.DAT DES 18000 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 92 5
DES_SN018008.DAT DES 18008 1 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "0.7875 +-  0.0050" 97 5
DES_SN018009.DAT DES 18009 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 63 5
DES_SN018015.DAT DES 18015 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 115 5
DES_SN018048.DAT DES 18048 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 64 5
DES_SN018061.DAT DES 18061 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 133 5
DES_SN018068.DAT DES 18068 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 78 5
DES_SN018073.DAT DES 18073 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 108 5
DES_SN018080.DAT DES 18080 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 137 5
DES_SN018113.DAT DES 18113 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 126 5
DES_SN018118.DAT DES 18118 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 69 5
DES_SN018125.DAT DES 18125 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 113 5
DES_SN018129.DAT DES 18129 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 79 5
DES_SN018171.DAT DES 18171 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 125 5
DES_SN018180.DAT DES 18180 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 47 5
DES_SN018237.DAT DES 18237 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 52 5
DES_SN018245.DAT DES 18245 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 117 5
DES_SN018246.DAT DES 18246 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 51 5
DES_SN018248.DAT DES 18248 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 28 5
DES_SN018251.DAT DES 18251 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 47 5
DES_SN018256.DAT DES 18256 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 67 5
DES_SN018267.DAT DES 18267 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 94 5
DES_SN018280.DAT DES 18280 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 28 5
DES_SN018292.DAT DES 18292 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 27 5
DES_SN018300.DAT DES 18300 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 114 5
DES_SN018303.DAT DES 18303 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 141 5
DES_SN018336.DAT DES 18336 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 41 5
DES_SN018362.DAT DES 18362 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 113 5
DES_SN018376.DAT DES 18376 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 25 5
DES_SN018416.DAT DES 18416 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 84 5
DES_SN018428.DAT DES 18428 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 103 5
DES_SN018433.DAT DES 18433 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 96 5
DES_SN018438.DAT DES 18438 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 79 5
DES_SN018468.DAT DES 18468 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 41 5
DES_SN018475.DAT DES 18475 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 23 5
DES_SN018505.DAT DES 18505 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 37 5
DES_SN018512.DAT DES 18512 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 59 5
DES_SN018529.DAT DES 18529 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 67 5
DES_SN018536.DAT DES 18536 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 67 5
DES_SN018551.DAT DES 18551 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 71 5
DES_SN018565.DAT DES 18565 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 68 5
DES_SN018569.DAT DES 18569 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 102 5
DES_SN018580.DAT DES 18580 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 133 5
DES_SN018619.DAT DES 18619 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 129 5
DES_SN018632.DAT DES 18632 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 36 5
DES_SN018651.DAT DES 18651 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 85 5
DES_SN018666.DAT DES 18666 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 115 5
DES_SN018668.DAT DES 18668 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 17 5
DES_SN018673.DAT DES 18673 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 85 5
DES_SN018674.DAT DES 18674 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 39 5
DES_SN018700.DAT DES 18700 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 141 5
DES_SN018702.DAT DES 18702 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 12 5
DES_SN018703.DAT DES 18703 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 117 5
DES_SN018705.DAT DES 18705 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 92 5
DES_SN018716.DAT DES 18716 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 44 5
